Query,title,link,snippet
,Are vaccine protests in Canada a factor in Vladimir Putin's ...,https://lethbridgenewsnow.com/2022/02/15/are-vaccine-protests-in-canada-a-factor-in-vladimir-putins-ukraine-timeline/,"Feb 15, 2022 — Bessma Momani, a political-science professor at the University of ... Monday that Russia's military might along the border with Ukraine has ..."
Brian Bow - Dalhousie,,,
,"Ukraine, Russia and “a long history of tension and conflicts”",https://www.thecoast.ca/halifax/ukraine-russia-and-a-long-history-of-tension-and-conflicts/Content?oid=28252136,"Mar 11, 2022 — But Brian Bow, professor of political science at Dalhousie there's much more to the situation than what international relations theorists ..."
,The Conflict in Ukraine: a Forum - Eventbrite,https://www.eventbrite.ca/e/the-conflict-in-ukraine-a-forum-tickets-292598338507,"Mar 10, 2022 — Eventbrite - Dalhousie Faculty of Arts and Social Sciences presents The Conflict in Ukraine: a Forum - Thursday, 10 March 2022 - Find event ..."
,Trump victory | CBC.ca,https://www.cbc.ca/player/play/2697356453,Dalhousie University political science professor Brian Bow shares his thoughts ... What happened in Week 3 of Russia's assault in Ukraine: Mariupol hospital ...
,Brian Bow - Fellows - Canadian Global Affairs Institute,https://www.cgai.ca/brian_bow,Brian Bow is a Professor of Political Science and faculty fellow with the Centre ... Russia's invasion of Ukraine has had a cataclysmic effect on the world.
,Brian Bow | Wilson Center,https://www.wilsoncenter.org/person/brian-bow,"Brian Bow. Canada Institute ... Associate Professor, Department of Political Science, Dalhousie University, Halifax, Nova Scotia, Canada ..."
,"Bow, Brian | SAGE Publications Inc",https://us.sagepub.com/en-us/nam/author/brian-bow,"Brian Bow Dalhousie University, Canada. Brian Bow is an Associate Professor of Political Science and Director of the Centre for Foreign Policy Studies at ..."
,Brian Bow (@brianjbow) / Twitter,https://twitter.com/brianjbow,Dalhousie prof. ... Brian Bow Retweeted ... Having a difficult time preparing to teach my first classes since Russia invaded Ukraine.
Stephanie Carvin - Carleton,,,
,How to Explain the Failure of Russia's Information Operations ...,https://www.cigionline.org/articles/how-to-explain-the-failure-of-russias-information-operations-in-ukraine/,"Stephanie Carvin is an associate professor of international relations at the Norman Paterson School of International Affairs, Carleton ..."
,Why Russia's propaganda machine has failed to control the ...,https://www.theglobeandmail.com/opinion/article-why-russias-propaganda-machine-has-failed-to-control-the-ukraine/,"Mar 29, 2022 — Stephanie Carvin is an associate professor of International Relations at Carleton University in Ottawa and a contributing author to the ..."
,Stephanie Carvin: How the Freedom Convoy was fuelled by ...,https://nationalpost.com/opinion/stephanie-carvin-how-the-freedom-convoy-was-fuelled-by-online-activism,"Mar 5, 2022 — In this sense, the online significance of the convoy is not likely one of Russian bots, but more the impact of individuals who found ways ..."
,"PODCAST: The Rob Snow Show for February 28, 2022",https://ottawa.citynews.ca/all-audio/the-rob-snow-show/podcast-the-rob-snow-show-for-february-28-2022-5109202,"Feb 28, 2022 — The Russian invasion of Ukraine shows no signs of slowing, ... Carleton University security expert Stephanie Carvin joins the show with her ..."
,"Canadians head to Ukraine amid questions, concerns - Maple ...",https://www.mapleridgenews.com/news/canadians-head-to-ukraine-amid-questions-concerns/,"Mar 3, 2022 — The flag of Russia flies at the Embassy of Russia in Ottawa behind a ... has raised other questions and concerns for Stephanie Carvin, ..."
,Canadian intelligence agency calls out false Russian claim ...,https://www.cbc.ca/news/politics/cse-russia-disinformation-1.6404933,"Apr 1, 2022 — Russia has been spreading false claims that Ukraine has been harvesting ... analyst Stephanie Carvin, now an associate professor at Carleton ..."
Jacqueline O'Neill - Canada's Ambassador for WPS,,,
,Canada's response to the Russian invasion of Ukraine,https://www.international.gc.ca/world-monde/issues_development-enjeux_developpement/response_conflict-reponse_conflits/crisis-crises/ukraine.aspx?lang=eng,"On February 24, 2022, Russia began a military invasion of Ukraine, launching attacks on several cities. If you are in Ukraine, you should shelter in a safe ..."
,Multimedia - WPS Focal Points Network,https://wpsfocalpointsnetwork.org/multimedia/,"In this first episode, Canada's Ambassador for WPS, Jacqueline O'Neill, introduces us to the WPS Agenda."
,Five Questions on Gender Equality in Foreign Policy,https://www.cfr.org/blog/five-questions-gender-equality-foreign-policy-jacqueline-oneill,"Apr 21, 2020 — This interview is with Jacqueline O'Neill, Canada's Ambassador for Women, Peace, and Security. How and why was the Canadian Ambassador for ..."
,"How to Win on Women, Peace and Security",https://www.usip.org/publications/2019/12/how-win-women-peace-and-security,"Dec 16, 2019 — USIP EXPERT ANALYSIS ON RUSSIA'S WAR IN UKRAINE ... For almost 15 years, Jacqueline O'Neill, now Canada's first ambassador for women, ..."
,Canada announces support to address the situation in Ukraine,https://pm.gc.ca/en/news/news-releases/2022/02/22/canada-announces-support-address-situation-ukraine,"Feb 22, 2022 — The Prime Minister, Justin Trudeau, today announced that Canada will be imposing new sanctions under the Special Economic Measures (Russia) ..."
,Women Peace and Security Network - Canada welcomes the ...,https://nobelwomensinitiative.org/women-peace-and-security-network-canada-welcomes-the-appointment-of-canadas-first-ambassador-for-women-peace-and-security/,"Jun 12, 2019 — Canada has also committed to advance the WPS agenda in its peace ... A global leader on women, peace and security, Jacqueline O'Neill is the ..."
,"How to Win on Women, Peace and Security - Small Wars ...",https://smallwarsjournal.com/jrnl/art/how-win-women-peace-and-security,"Dec 21, 2019 — ... Jacqueline O'Neill, now Canada's first ambassador for women, peace and ... Several countries are now reframing their WPS commitments."
,Ukraine: Canada to summon Russian ambassador over Bucha,https://www.ctvnews.ca/politics/canada-to-summon-russia-s-ambassador-over-bucha-irpin-destruction-1.5851039,"Apr 6, 2022 — Russia's ambassador to Canada is to be summoned to underscore evidence of brutal killings on the outskirts of Kyiv, Foreign Affairs Minister ..."
Andrea Charon - U Manitoba,,,
,March 21 Panel | Russia's Invasion of Ukraine: Short- and ...,https://peacediplomacy.org/2022/03/10/march-21-panel-russias-invasion-of-ukraine-short-and-long-term-implications-for-canada/,"... Institute for Peace & Diplomacy; Andrea Charron: Director, Centre for Defence and Security Studies, University of Manitoba ..."
,UM faculty and staff available to contact regarding Ukraine,https://news.umanitoba.ca/um-faculty-and-staff-available-to-contact-regarding-ukraine/,"Feb 24, 2022 — Andrea Charron, Director, Centre for Defence and Security Studies ... Interests: Russian Politics, Soviet and Post-Soviet Ukraine, ..."
,Andrea Charron (@AndreaCharron) / Twitter,https://twitter.com/andreacharron,"Director, Centre for Defence and Security Studies @CDSSuofm , Assoc Prof @UManitobaPOLS Research: Arctic, sanctions, UNSC, Cnd For and Def Policy, NORAD."
,Andrea Charron - Carnegie Endowment for International Peace,https://carnegiemoscow.org/commentary/experts/2076,"This website is a collection of work by the Carnegie Endowment's global network of scholars on topics including Russia, Ukraine, Eurasia, ..."
,Ukraine War Sparks Fresh Calls for Urgency on Upgrading ...,https://www.chrisd.ca/2022/03/05/north-america-air-defences-upgrades-ukraine-russia-war/,"Mar 5, 2022 — Russian President Vladimir Putin's decision to put his country's nuclear arsenal on ... which of course is not sexy,” said Andrea Charron, ..."
,Condemnation over Russia invasion of Ukraine grows in ...,https://winnipeg.ctvnews.ca/condemnation-over-russia-invasion-of-ukraine-grows-in-manitoba-1.5797069,"Feb 25, 2022 — “Those kind of volunteer, individual decisions can add up,” said Andrea Charron, director of the University of Manitoba's Centre for Defence ..."
