Query,title,link,snippet
,"Bow, Brian | SAGE Publications Inc",https://us.sagepub.com/en-us/nam/author/brian-bow,"Brian Bow Dalhousie University, Canada. Brian Bow is an Associate Professor of Political Science and Director of the Centre for Foreign Policy Studies at ..."
,Brian Bow (@brianjbow) / Twitter,https://twitter.com/brianjbow,Dalhousie prof. ... Brian Bow Retweeted ... Having a difficult time preparing to teach my first classes since Russia invaded Ukraine.
Stephanie Carvin - Carleton,,,
,How to Explain the Failure of Russia's Information Operations ...,https://www.cigionline.org/articles/how-to-explain-the-failure-of-russias-information-operations-in-ukraine/,"Stephanie Carvin. March 25, 2022. putingen2022-02- ... Russian President Vladimir Putin meets with Defence Minister Sergei Shoigu and Chief of the General ..."
,Why Russia's propaganda machine has failed to control the ...,https://www.theglobeandmail.com/opinion/article-why-russias-propaganda-machine-has-failed-to-control-the-ukraine/,"Mar 29, 2022 — Stephanie Carvin is an associate professor of International Relations at Carleton University in Ottawa and a contributing author to the ..."
,Stephanie Carvin: How the Freedom Convoy was fuelled by ...,https://nationalpost.com/opinion/stephanie-carvin-how-the-freedom-convoy-was-fuelled-by-online-activism,"Mar 5, 2022 — In this sense, the online significance of the convoy is not likely one of Russian bots, but more the impact of individuals who found ways ..."
,Canadian intelligence agency calls out false Russian claim ...,https://www.cbc.ca/news/politics/cse-russia-disinformation-1.6404933,"Apr 1, 2022 — Russia has been spreading false claims that Ukraine has been harvesting ... analyst Stephanie Carvin, now an associate professor at Carleton ..."
,"Canadians head to Ukraine amid questions, concerns - Maple ...",https://www.mapleridgenews.com/news/canadians-head-to-ukraine-amid-questions-concerns/,"Mar 3, 2022 — The flag of Russia flies at the Embassy of Russia in Ottawa behind a ... has raised other questions and concerns for Stephanie Carvin, ..."
,Canadians prepare to fight for Ukraine as security and legal ...,https://globalnews.ca/news/8656035/canadians-fight-ukraine-security-legal-concerns/,"Mar 3, 2022 — Carvin noted extremist groups in Canada and elsewhere are always looking ... Canadian in Ukraine assisting orphans find a home – Mar 2, 2022."
Jacqueline O'Neill - Canada's Ambassador for WPS,,,
,Canada's response to the Russian invasion of Ukraine,https://www.international.gc.ca/world-monde/issues_development-enjeux_developpement/response_conflict-reponse_conflits/crisis-crises/ukraine.aspx?lang=eng,"On February 24, 2022, Russia began a military invasion of Ukraine, launching attacks on several cities. If you are in Ukraine, you should shelter in a safe ..."
,Five Questions on Gender Equality in Foreign Policy,https://www.cfr.org/blog/five-questions-gender-equality-foreign-policy-jacqueline-oneill,"Apr 21, 2020 — This interview is with Jacqueline O'Neill, Canada's Ambassador for ... and security” (WPS) has been important to Canada for many years."
,"How to Win on Women, Peace and Security",https://www.usip.org/publications/2019/12/how-win-women-peace-and-security,"Dec 16, 2019 — USIP EXPERT ANALYSIS ON RUSSIA'S WAR IN UKRAINE ... For almost 15 years, Jacqueline O'Neill, now Canada's first ambassador for women, ..."
,Women Peace and Security Network - Canada welcomes the ...,https://nobelwomensinitiative.org/women-peace-and-security-network-canada-welcomes-the-appointment-of-canadas-first-ambassador-for-women-peace-and-security/,"Jun 12, 2019 — Canada has also committed to advance the WPS agenda in its peace ... A global leader on women, peace and security, Jacqueline O'Neill is the ..."
,Ukraine: Canada to summon Russian ambassador over Bucha,https://www.ctvnews.ca/politics/canada-to-summon-russia-s-ambassador-over-bucha-irpin-destruction-1.5851039,"Apr 6, 2022 — Russia's ambassador to Canada is to be summoned to underscore evidence of brutal killings on the outskirts of Kyiv, Foreign Affairs Minister ..."
Andrea Charon - U Manitoba,,,
,March 21 Panel | Russia's Invasion of Ukraine: Short- and ...,https://peacediplomacy.org/2022/03/10/march-21-panel-russias-invasion-of-ukraine-short-and-long-term-implications-for-canada/,"Mar 10, 2022 — ... Institute for Peace & Diplomacy; Andrea Charron: Director, Centre for Defence and Security Studies, University of Manitoba ..."
,UM faculty and staff available to contact regarding Ukraine,https://news.umanitoba.ca/um-faculty-and-staff-available-to-contact-regarding-ukraine/,"Feb 24, 2022 — Andrea Charron, Director, Centre for Defence and Security Studies ... Interests: Russian Politics, Soviet and Post-Soviet Ukraine, ..."
,Andrea Charron (@AndreaCharron) / Twitter,https://twitter.com/andreacharron,"Director, Centre for Defence and Security Studies @CDSSuofm , Assoc Prof @UManitobaPOLS Research: Arctic, sanctions, UNSC, Cnd For and Def Policy, NORAD."
,Andrea Charron - Carnegie Endowment for International Peace,https://carnegiemoscow.org/commentary/experts/2076,"This website is a collection of work by the Carnegie Endowment's global network of scholars on topics including Russia, Ukraine, Eurasia, ..."
,Condemnation over Russia invasion of Ukraine grows in ...,https://www.iheartradio.ca/cjad/shows/condemnation-over-russia-invasion-of-ukraine-grows-in-manitoba-1.17241260,"Feb 25, 2022 — “Those kind of volunteer, individual decisions can add up,” said Andrea Charron, director of the University of Manitoba's Centre for Defence ..."
,Andrea Charron (@AndreaCharron) | nitter,https://nitter.net/AndreaCharron,umanitoba.ca/centres/cdss/ ... Andrea Charron retweeted ... The ongoing situation regarding Russian activities in/near Ukraine has thrust sanctions back ...
